movieId,title,corpus
25999,The Wild One (1953),nan drama 1953 
26000,"Cobweb, The (1955)",nan drama 1955 
26001,It's Always Fair Weather (1955),nan comedy drama musical 1955 
26002,Confidential Report (1955),nan crime drama mystery thriller 1955 
26003,Night and Fog (Nuit et brouillard) (1955),nan crime documentary war 1955 
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955),nan action adventure drama 1955 
26006,"Seven Little Foys, The (1955)",nan comedy drama 1955 
26007,"Unknown Soldier, The (Tuntematon sotilas) (1955)",nan drama war 1955 
26008,Anything Goes (1956),nan musical 1956 
26009,"Burmese Harp, The (Biruma no tategoto) (1956)",nan drama war 1956 
26010,Carousel (1956),nan musical romance 1956 
26012,Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956),nan action adventure drama 1956 
26013,Rodan (Sora no daikaijû Radon) (1956),nan adventure 1956 
26016,All at Sea (1957),nan comedy 1957 
26018,Chase a Crooked Shadow (1958),nan crime film-noir mystery thriller 1958 
26019,Fiend Without a Face (1958),nan horror sci-fi thriller 1958 
26021,Jailhouse Rock (1957),nan crime drama musical romance 1957 
26022,Man of a Thousand Faces (1957),nan drama 1957 
26025,"Spirit of St. Louis, The (1957)",nan adventure drama 1957 
26026,"Undead, The (1957)",nan fantasy horror 1957 
26027,Zero Hour! (1957),nan drama thriller 1957 
26028,Carve Her Name with Pride (1958),nan drama war 1958 
26030,Corridors of Blood (1958),nan crime drama horror thriller 1958 
26033,Giants and Toys (Kyojin to gangu) (1958),nan comedy drama 1958 
26034,"Last Hurrah, The (1958)",nan drama 1958 
26035,Machine Gun Kelly (1958),nan action crime 1958 
26038,Teacher's Pet (1958),nan comedy romance 1958 
26042,Torpedo Run (1958),nan drama war 1958 
26043,"Vikings, The (1958)",nan action adventure 1958 
26044,Al Capone (1959),nan crime drama 1959 
26046,Picnic on the Grass (Le déjeuner sur l'herbe) (1959),nan comedy romance 1959 
26047,Invisible Invaders (1959),nan horror sci-fi 1959 
26048,"Human Condition II, The (Ningen no joken II) (1959)",nan drama war 1959 
26049,Fires on the Plain (Nobi) (1959),nan drama war 1959 
26050,North West Frontier (1959),nan adventure drama war 1959 
26051,"Nun's Story, The (1959)",nan drama 1959 
26052,Pickpocket (1959),nan crime drama 1959 
26055,Floating Weeds (Ukigusa) (1959),nan drama 1959 
26056,"Young Philadelphians, The (1959)",nan drama 1959 
26058,"Leech Woman, The (1960)",nan horror sci-fi 1960 
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),nan drama 1960 
26062,"Sundowners, The (1960)",nan adventure drama 1960 
26063,Sunrise at Campobello (1960),nan drama 1960 
26064,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)",nan drama thriller 1960 
26066,Bachelor in Paradise (1961),nan comedy romance 1961 
26067,"Deadly Companions, The (1961)",nan western 1961 
26068,"4 Horsemen of the Apocalypse, The (1962)",nan drama 1962 
26070,"Intruder, The (1962)",nan drama 1962 
26072,Murder She Said (1961),nan comedy crime drama mystery 1961 
26073,"Human Condition III, The (Ningen no joken III) (1961)",nan drama war 1961 
26074,Paris Blues (1961),nan drama romance 1961 
26076,Scream of Fear (a.k.a. Taste of Fear) (1961),nan horror mystery thriller 1961 
26078,Advise and Consent (1962),nan drama 1962 
26079,David and Lisa (1962),nan drama 1962 
26080,Eegah (1962),nan fantasy horror romance thriller 1962 
26082,Harakiri (Seppuku) (1962),nan drama 1962 
26083,"Loneliness of the Long Distance Runner, The (1962)",nan drama 1962 
26084,"Music Man, The (1962)",nan children comedy musical romance 1962 
26085,Mutiny on the Bounty (1962),nan adventure drama romance 1962 
26088,"Four Days of Naples, The (Le quattro giornate di Napoli) (1962)",nan drama war 1962 
26090,"Easy Life, The (Il Sorpasso) (1962)",nan comedy drama 1962 
26093,"Wonderful World of the Brothers Grimm, The (1962)",nan adventure animation children comedy drama fantasy musical romance 1962 
26094,"Eclisse, L' (Eclipse) (1962)",nan drama 1962 
26095,"Carabineers, The (Carabiniers, Les) (1963)",nan comedy drama war 1963 
26096,"Cardinal, The (1963)",nan drama 1963 
26098,"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The (1964)",nan horror mystery 1964 
26099,"Kiss of the Vampire, The (1963)",nan horror 1963 
26100,Love with the Proper Stranger (1963),nan comedy drama romance 1963 
26101,McLintock! (1963),nan comedy western 1963 
26104,Murder at the Gallop (1963),nan comedy crime drama mystery thriller 1963 
26106,"New Kind of Love, A (1963)",nan comedy 1963 
26107,"Prize, The (1963)",nan drama mystery thriller 1963 
26108,Sunday in New York (1963),nan comedy romance 1963 
26109,Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs) (1963),nan action comedy crime 1963 
26110,36 Hours (1965),nan thriller war 1965 
26111,Becket (1964),nan drama 1964 
26112,Behold a Pale Horse (1964),nan drama war 1964 
26113,"Best Man, The (1964)",nan comedy drama 1964 
26116,"Hush... Hush, Sweet Charlotte (1964)",nan horror thriller 1964 
26117,"Killers, The (1964)",nan action crime drama film-noir thriller 1964 
26119,"Naked Kiss, The (1964)",nan drama 1964 
26122,Onibaba (1964),nan drama horror war 1964 
26123,Robin and the 7 Hoods (1964),nan comedy crime musical 1964 
26124,Robinson Crusoe on Mars (1964),nan sci-fi 1964 
26125,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)",nan comedy horror 1968 
26127,"Visit, The (1964)",nan drama 1964 
26128,What a Way to Go! (1964),nan comedy musical romance 1964 
26130,Docking the Boat (Att angöra en brygga) (1965),nan comedy drama romance 1965 
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",nan drama war 1966 
26133,"Charlie Brown Christmas, A (1965)",nan animation children comedy 1965 
26134,Dracula: Prince of Darkness (1966),nan horror mystery 1966 
26136,"Hallelujah Trail, The (1965)",nan comedy western 1965 
26137,"Heroes of Telemark, The (1965) ",nan action drama war 1965 
26138,"Hill, The (1965)",nan drama war 1965 
26139,In Harm's Way (1965),nan drama war 1965 
26140,Incubus (1966),nan horror 1966 
26141,"Loved One, The (1965)",nan comedy 1965 
26142,Major Dundee (1965),nan adventure war western 1965 
26144,Operation Crossbow (1965),nan action adventure war 1965 
26146,Ride in the Whirlwind (1965),nan western 1965 
26147,"Thousand Clowns, A (1965)",nan comedy drama romance 1965 
26148,"Train, The (1964)",nan action thriller war 1964 
26150,Andrei Rublev (Andrey Rublyov) (1969),nan drama war 1969 
26151,Au Hasard Balthazar (1966),nan crime drama 1966 
26152,Batman (1966),nan action adventure comedy 1966 
26153,Grand Prix (1966),nan drama 1966 
26155,Khartoum (1966),nan action adventure drama war 1966 
26156,Dragon Gate Inn (Dragon Inn) (Long men kezhan) (1967),nan action adventure 1967 
26157,Manos: The Hands of Fate (1966),nan horror 1966 
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),nan comedy drama war 1966 
26159,Tokyo Drifter (Tôkyô nagaremono) (1966),nan action crime drama 1966 
26160,Asterix and the Gauls (Astérix le Gaulois) (1967),nan action adventure animation children comedy 1967 
26162,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (Daikyojû Gappa) (1967),nan sci-fi 1967 
26163,Don't Look Back (1967),nan documentary musical 1967 
26164,Fando and Lis (Fando y Lis) (1968),nan adventure fantasy 1968 
26167,The Incident (1967),nan crime drama 1967 
26169,Branded to Kill (Koroshi no rakuin) (1967),nan action crime drama 1967 
26170,"Bride Wore Black, The (La mariée était en noir) (1968)",nan crime drama 1968 
26171,Play Time (a.k.a. Playtime) (1967),nan comedy 1967 
26172,Point Blank (1967),nan action crime drama thriller 1967 
26174,The Shooting (1966),nan western 1966 
26175,"St. Valentine's Day Massacre, The (1967)",nan crime drama 1967 
26176,Titicut Follies (1967),nan documentary drama 1967 
26177,Tony Rome (1967),nan crime drama thriller 1967 
26178,Two for the Road (1967),nan comedy drama romance 1967 
26180,Up the Down Staircase (1967),nan drama 1967 
26181,"War Wagon, The (1967)",nan action western 1967 
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),nan action adventure animation children comedy 1968 
26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)",nan action adventure comedy crime thriller 1968 
26185,Dracula Has Risen from the Grave (1968),nan horror romance thriller 1968 
26187,Head (1968),nan comedy fantasy musical 1968 
26188,"Heart Is a Lonely Hunter, The (1968)",nan drama 1968 
26189,"I Love You, Alice B. Toklas! (1968)",nan comedy 1968 
26191,Petulia (1968),nan drama 1968 
26194,"Subject Was Roses, The (1968)",nan drama 1968 
26195,Sympathy for the Devil (1968),nan documentary musical 1968 
26197,War and Peace (Voyna i mir) (1967),nan drama romance war 1967 
26198,"Yours, Mine and Ours (1968)",nan children comedy 1968 
26199,Alice's Restaurant (1969),nan comedy drama 1969 
26203,Colossus: The Forbin Project (1970),nan sci-fi thriller 1970 
26204,Death Rides a Horse (Da uomo a uomo) (1967),nan action western 1967 
26205,"Goodbye, Mr. Chips (1969)",nan drama musical romance 1969 
26206,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969),nan fantasy mystery sci-fi thriller 1969 
26207,Last Summer (1969),nan drama 1969 
26208,My Night At Maud's (Ma Nuit Chez Maud) (1969),nan comedy drama romance 1969 
26209,"Magic Christian, The (1969)",nan comedy 1969 
26210,Marlowe (1969),nan crime drama mystery 1969 
26211,More (1969),nan crime drama romance 1969 
26213,"Reivers, The (1969)",nan comedy drama 1969 
26214,Taste the Blood of Dracula (1970),nan horror 1970 
26215,"Joke, The (Zert) (1969)",nan drama 1969 
26216,...tick... tick... tick... (1970),nan action drama 1970 
26219,Brewster McCloud (1970),nan comedy 1970 
26220,"Violent City (Family, The) (Città violenta) (1970)",nan action crime drama 1970 
26221,Dirty Dingus Magee (1970),nan comedy western 1970 
26222,Dodes'ka-den (Clickety-Clack) (1970),nan drama fantasy 1970 
26223,Gamera vs. Jiger (1970),nan action fantasy sci-fi 1970 
26225,"Claire's Knee (Genou de Claire, Le) (1970)",nan comedy romance 1970 
26226,"Hi, Mom! (1970)",nan comedy 1970 
26227,House of Dark Shadows (1970),nan drama horror romance 1970 
26228,"Swedish Love Story, A (Kärlekshistoria, En) (1970)",nan drama romance 1970 
26229,"Landlord, The (1970)",nan comedy drama 1970 
26230,On a Clear Day You Can See Forever (1970),nan comedy musical romance 1970 
26231,Performance (1970),nan crime drama thriller 1970 
26232,Rejs (1970),nan comedy 1970 
26235,Long Live Death (Viva la muerte) (1971),nan drama war 1971 
26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",nan action adventure comedy drama romance war 1970 
26237,Zabriskie Point (1970),nan drama romance 1970 
26240,"Beguiled, The (1971)",nan drama thriller war 1971 
26241,The Devils (1971),nan drama 1971 
26242,Duel (1971),nan action mystery thriller 1971 
26243,Evil Roy Slade (1972),nan comedy western 1972 
26245,"Go-Between, The (1970)",nan drama romance 1970 
26246,Johnny Got His Gun (1971),nan drama war 1971 
26247,Lawman (1971),nan western 1971 
26248,Let's Scare Jessica to Death (1971),nan horror mystery 1971 
26249,They Call Me Trinity (1971),nan comedy western 1971 
26251,Mon Oncle Antoine (1971),nan drama 1971 
26252,"New Leaf, A (1971)",nan comedy romance 1971 
26253,Nicholas and Alexandra (1971),nan drama war 1971 
26254,Von Richthofen and Brown (1971),nan action drama war 1971 
26256,Support Your Local Gunfighter (1971),nan comedy romance western 1971 
26257,Sweet Sweetback's Baadasssss Song (1971),nan crime drama thriller 1971 
26258,"Topo, El (1970)",nan fantasy western 1970 
26259,"Emigrants, The (Utvandrarna) (1971)",nan drama 1971 
26263,Fiend with the Electronic Brain (Blood of Ghastly Horror) (1972),nan horror sci-fi 1972 
26265,Dr. Phibes Rises Again (1972),nan adventure comedy horror romance 1972 
26266,Dracula A.D. 1972 (1972),nan horror thriller 1972 
26267,Get to Know Your Rabbit (1972),nan comedy 1972 
26268,The Tall Blond Man with One Black Shoe (1972),nan comedy mystery 1972 
26269,Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),nan action crime 1972 
26270,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972),nan action adventure 1972 
26271,Lady Sings the Blues (1972),nan drama musical 1972 
26274,Payday (1973),nan drama 1973 
26277,Slither (1973),nan comedy crime thriller 1973 
26280,Traffic (Trafic) (1971),nan comedy 1971 
26282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)",nan comedy 1973 
26283,Charley Varrick (1973),nan crime drama thriller 1973 
26285,Dark Star (1974),nan comedy sci-fi thriller 1974 
26287,"Delicate Balance, A (1973)",nan drama 1973 
26288,Dracula (1973),nan horror 1973 
26289,Emperor of the North (Emperor of the North Pole) (1973),nan action drama thriller 1973 
26290,Executive Action (1973),nan crime drama 1973 
26291,"Glass Menagerie, The (1973)",nan drama 1973 
26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),nan comedy western 1973 
26295,Invasion of the Bee Girls (1973),nan horror mystery sci-fi 1973 
26297,Lemora: A Child's Tale of the Supernatural (1973),nan horror 1973 
26299,Phase IV (1974),nan horror sci-fi thriller 1974 
26301,Save the Tiger (1973),nan drama 1973 
26302,Scarecrow (1973),nan drama 1973 
26303,Sisters (1973),nan horror thriller 1973 
26304,"Spook Who Sat by the Door, The (1973)",nan action crime drama 1973 
26306,Theatre of Blood (1973),nan comedy horror mystery 1973 
26307,Five Fingers of Death (1972),nan action drama romance 1972 
26308,Turkish Delight (Turks fruit) (1973),nan drama romance 1973 
26309,Walking Tall (1973),nan action crime drama thriller 1973 
26312,Butley (1974),nan drama 1974 
26313,California Split (1974),nan comedy drama 1974 
26314,"Cars That Ate Paris, The (1974)",nan comedy horror thriller 1974 
26315,Conrack (1974),nan drama 1974 
26316,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti) (1974),nan horror 1974 
26317,Emmanuelle (1974),nan drama romance 1974 
26318,"Phantom of Liberty, The (Fantôme de la liberté, Le) (1974)",nan comedy drama 1974 
26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein) (1973),nan drama horror sci-fi 1973 
26321,Général Idi Amin Dada: A Self Portrait (Général Idi Amin Dada: Autoportrait) (1974),nan documentary war 1974 
26322,Gone in 60 Seconds (1974),nan action crime drama 1974 
26323,"Groove Tube, The (1974)",nan comedy 1974 
26324,Harry and Tonto (1974),nan comedy drama 1974 
26325,Hearts and Minds (1974),nan documentary war 1974 
26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",nan drama 1973 
26327,"Little Prince, The (1974)",nan children musical sci-fi 1974 
26333,"Terminal Man, The (1974)",nan sci-fi thriller 1974 
26334,Thieves Like Us (1974),nan crime drama romance 1974 
26336,"Adventure of Sherlock Holmes' Smarter Brother, The (1975)",nan comedy crime mystery 1975 
26338,Cousin cousine (1975),nan comedy romance 1975 
26339,Dolemite (1975),nan action comedy crime mystery thriller 1975 
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",nan action adventure animation children comedy fantasy 1976 
26341,Emmanuelle 2 (1975),nan drama 1975 
26342,"Farewell, My Lovely (1975)",nan crime mystery thriller 1975 
26343,"Fortune, The (1975)",nan comedy crime romance 1975 
26344,French Connection II (1975),nan action crime drama thriller 1975 
26345,"Great Waldo Pepper, The (1975)",nan drama romance 1975 
26346,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",nan drama 1975 
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",nan comedy drama romance 1975 
26349,Night Moves (1975),nan crime thriller 1975 
26350,"Passenger, The (Professione: reporter) (1975)",nan drama 1975 
26353,"Hand of Death, The (Shao Lin men) (1976)",nan action 1976 
26354,Sister Street Fighter (Onna hissatsu ken) (1974),nan action drama 1974 
26356,Supervixens (1975),nan comedy thriller 1975 
26359,1900 (Novecento) (1976),nan drama war 1976 
26360,"Small Change (Argent de poche, L') (1976)",nan comedy drama 1976 
26362,Twenty Days Without War (Dvadtsat dney bez voyny) (1981),nan drama romance war 1981 
26364,From Noon Till Three (1976),nan comedy romance western 1976 
26365,Futureworld (1976),nan sci-fi thriller 1976 
26366,Harlan County U.S.A. (1976),nan documentary 1976 
26368,"Marquise of O, The (Marquise von O..., Die) (1976)",nan drama 1976 
26369,Maîtresse (Mistress) (1975),nan drama romance 1975 
26370,"Message, The (a.k.a. Mohammad: Messenger of God) (1976)",nan adventure drama war 1976 
26371,The Missouri Breaks (1976),nan drama western 1976 
26372,"Slave of Love, A (Raba lyubvi) (1976)",nan drama romance 1976 
26375,Silver Streak (1976),nan action comedy crime 1976 
26377,Up! (1976),nan comedy 1976 
26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),nan horror mystery thriller 1976 
26379,Jesus of Nazareth (1977),nan drama 1977 
26380,ABBA: The Movie (1977),nan musical 1977 
26383,Demon Seed (1977),nan horror sci-fi thriller 1977 
26386,High Anxiety (1977),nan comedy thriller 1977 
26387,"Man Who Loved Women, The (Homme qui aimait les femmes, L') (1977)",nan comedy drama romance 1977 
26388,"Hound of the Baskervilles, The (1978)",nan comedy crime mystery 1978 
26389,"Hell Without Limits (Lugar sin límites, El) (1978)",nan drama 1978 
26391,"New York, New York (1977)",nan drama musical romance 1977 
26392,Providence (1977),nan drama 1977 
26393,Sorcerer (1977),nan action thriller 1977 
26394,"Turning Point, The (1977)",nan drama romance 1977 
26395,"Rutles: All You Need Is Cash, The (1978)",nan comedy 1978 
26397,Brass Target (1978),nan action drama mystery thriller 1978 
26398,Capricorn One (1978),nan drama sci-fi thriller 1978 
26399,Five Deadly Venoms (1978),nan action 1978 
26400,Gates of Heaven (1978),nan documentary 1978 
26401,Last Hurrah for Chivalry (Hao xia) (1979),nan action drama 1979 
26402,Harper Valley P.T.A. (1978),nan comedy 1978 
26404,In Praise of Older Women (1978),nan drama 1978 
26409,"Clonus Horror, The (1979)",nan horror sci-fi 1979 
26410,"Grapes of Death, The (Raisins de la mort, Les) (1978)",nan horror 1978 
26411,"Adventures of Picasso, The (Picassos äventyr) (1978)",nan comedy 1978 
26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),nan action comedy 1978 
26414,"Wedding, A (1978)",nan comedy drama 1978 
26416,Best Boy (1979),nan documentary 1979 
26417,French Fried Vacation 2 (Les bronzés font du ski) (1979),nan comedy 1979 
26418,Buffet froid (1979),nan comedy crime 1979 
26422,Hair (1979),nan comedy drama musical 1979 
26424,I as in Icarus (I... comme Icare) (1979),nan thriller 1979 
26425,"In-Laws, The (1979)",nan action comedy 1979 
26429,Love at First Bite (1979),nan comedy horror romance 1979 
26430,"Luna, La (1979)",nan drama 1979 
26431,Opening Night (1977),nan drama 1977 
26432,Quintet (1979),nan mystery sci-fi 1979 
26433,Rockers (1978),nan comedy drama musical 1978 
26435,Starting Over (1979),nan comedy romance 1979 
26438,Defiance (1980),nan action crime drama 1980 
26446,Genocide (1982),nan documentary 1982 
26448,Pelle Svanslös (1981),nan animation children 1981 
26450,Treasure of the Yankee Zephyr (1981),nan action adventure drama 1981 
26459,"Scarlet Pimpernel, The (1982)",nan action drama romance 1982 
26462,Bad Boys (1983),nan crime drama thriller 1983 
26463,Barefoot Gen (Hadashi no Gen) (1983),nan animation drama war 1983 
26464,Blue Thunder (1983),nan action crime drama 1983 
26465,D.C. Cab (1983),nan action comedy 1983 
26467,"Day After, The (1983)",nan drama sci-fi 1983 
26468,Deal of the Century (1983),nan comedy 1983 
26470,Doctor Detroit (1983),nan comedy 1983 
26471,Eddie Murphy Delirious (1983),nan comedy documentary 1983 
26472,"Norte, El (1984)",nan adventure drama 1984 
26475,Lianna (1983),nan drama romance 1983 
26476,Merry Christmas Mr. Lawrence (1983),nan drama war 1983 
26479,"Pirates of Penzance, The (1983)",nan adventure comedy musical romance 1983 
26481,First Name: Carmen (Prénom Carmen) (1983),nan crime drama romance 1983 
26483,Rock & Rule (1983),nan animation fantasy musical sci-fi 1983 
26484,Sugar Cane Alley (Rue cases nègres) (1983),nan drama 1983 
26485,Rumble Fish (1983),nan drama 1983 
26486,"Makioka Sisters, The (Sasame-yuki) (1983)",nan drama romance 1983 
26487,Star 80 (1983),nan drama 1983 
26488,"Star Chamber, The (1983)",nan action crime drama thriller 1983 
26490,Stroker Ace (1983),nan action comedy romance 1983 
26491,To Be or Not to Be (1983),nan comedy romance war 1983 
26492,Twilight Zone: The Movie (1983),nan fantasy horror sci-fi thriller 1983 
26493,"4th Man, The (Fourth Man, The) (Vierde man, De) (1983)",nan drama mystery thriller 1983 
26494,Suburbia (1984),nan drama 1984 
26495,Yellowbeard (1983),nan action adventure comedy 1983 
26496,One Deadly Summer (L'été meurtrier) (1983),nan comedy drama mystery 1983 
26497,Another Country (1984),nan drama romance 1984 
26498,Boy Meets Girl (1984),nan drama 1984 
26501,Choose Me (1984),nan comedy romance 1984 
26504,Cloak & Dagger (1984),nan action adventure children crime mystery thriller 1984 
26505,Comfort and Joy (1984),nan comedy 1984 
26507,Dangerous Moves (La diagonale du fou) (1984),nan drama thriller 1984 
26509,Electric Dreams (1984),nan comedy drama romance sci-fi 1984 
26512,"Hit, The (1984)",nan crime drama thriller 1984 
26513,"Ice Pirates, The (1984)",nan action adventure comedy sci-fi 1984 
26514,Irreconcilable Differences (1984),nan comedy drama romance 1984 
26519,Next of Kin (1984),nan comedy drama 1984 
26520,Full Moon in Paris (Les nuits de la pleine lune) (1984),nan drama romance 1984 
26521,Racing with the Moon (1984),nan comedy drama romance 1984 
26523,"Silent Night, Deadly Night (1984)",nan horror thriller 1984 
26524,"Times of Harvey Milk, The (1984)",nan documentary 1984 
26526,Drunken Tai Chi (Siu taai gik) (1984),nan action comedy 1984 
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),nan comedy drama 1984 
26529,Asterix vs. Caesar (Astérix et la surprise de César) (1985),nan adventure animation children comedy 1985 
26530,Barbarian Queen (1985),nan action adventure fantasy 1985 
26532,Beer (1985),nan comedy 1985 
26536,Bliss (1985),nan comedy drama 1985 
26538,Creator (1985),nan comedy drama romance 1985 
26539,Death of a Salesman (1985),nan drama 1985 
26540,Demons (Dèmoni) (1985),nan horror 1985 
26544,Heaven Help Us (1985),nan comedy drama 1985 
26546,Mr. Vampire (Geung si sin sang) (1985),nan comedy fantasy horror 1985 
26547,Police Story (Ging chaat goo si) (1985),nan action comedy crime thriller 1985 
26550,Mishima: A Life in Four Chapters (1985),nan drama 1985 
26551,Nine Deaths of the Ninja (1985),nan action 1985 
26553,Pelle Svanslös i Amerikatt (1985),nan animation children 1985 
26554,"Quiet Earth, The (1985)",nan drama mystery sci-fi 1985 
26555,Spies Like Us (1985),nan comedy 1985 
26558,"Stuff, The (1985)",nan comedy horror mystery sci-fi 1985 
26559,Target (1985),nan action drama thriller 1985 
26560,"Unknown Soldier, The (Tuntematon sotilas) (1985)",nan drama war 1985 
26561,Vision Quest (1985),nan drama romance 1985 
26562,White Nights (1985),nan drama 1985 
26564,'Round Midnight (1986),nan drama musical 1986 
26565,Asterix in Britain (Astérix chez les Bretons) (1986),nan adventure animation children comedy 1986 
26566,"Best of Times, The (1986)",nan comedy drama 1986 
26567,Club Paradise (1986),nan comedy 1986 
26569,Dead End Drive-In (1986),nan action drama horror sci-fi thriller 1986 
26571,Flodder (1986),nan comedy 1986 
26574,Ginger and Fred (Ginger e Fred) (1986),nan comedy drama 1986 
26577,Nobody's Fool (1986),nan comedy romance 1986 
26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",nan drama 1986 
26580,"Park Is Mine, The (1986)",nan action drama thriller 1986 
26581,Sherman's March (1985),nan documentary 1985 
26582,Solarbabies (1986),nan action drama sci-fi 1986 
26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",nan crime drama thriller 1986 
26587,"Decalogue, The (Dekalog) (1989)",nan crime drama romance 1989 
26589,Dragons Forever (1988),nan action comedy romance 1988 
26593,Hell Comes to Frogtown (1988),nan action comedy sci-fi 1988 
26599,"Law of Desire (Ley del deseo, La) (1987)",nan comedy drama romance 1987 
26600,Malone (1987),nan action drama thriller 1987 
26602,Pathfinder (Ofelas) (1987),nan action adventure drama 1987 
26603,Prince of Darkness (1987),nan fantasy horror sci-fi thriller 1987 
26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",nan action fantasy horror romance 1987 
26608,Street Smart (1987),nan crime drama 1987 
26610,Weeds (1987),nan drama 1987 
26611,"Whales of August, The (1987)",nan drama 1987 
26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",nan crime drama thriller 1987 
26613,Ashik Kerib (1988),nan drama romance 1988 
26615,Cannibal Women in the Avocado Jungle of Death (1989),nan action comedy 1989 
26616,Cobra Verde (1987),nan adventure drama 1987 
26617,Comic Book Confidential (1988),nan documentary 1988 
26622,Dominick and Eugene (1988),nan drama 1988 
26628,Jack's Back (1988) ,nan crime horror mystery thriller 1988 
26629,Killer Klowns from Outer Space (1988),nan comedy horror sci-fi 1988 
26630,Moonwalker (1988),nan musical 1988 
26631,Alice (Neco z Alenky) (1988),nan animation fantasy mystery 1988 
26634,Pascali's Island (1988),nan drama 1988 
26638,Prison (1988),nan crime drama horror thriller 1988 
26643,Tales from the Gimli Hospital (1988),nan fantasy horror 1988 
26644,Landscape in the Mist (Topio stin omichli) (1988),nan drama 1988 
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),nan comedy 1988 
26647,"World Apart, A (1988)",nan drama 1988 
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),nan adventure animation children drama fantasy 1989 
26663,Monsieur Hire (1989),nan crime romance thriller 1989 
26670,Rikyu (1989),nan drama 1989 
26672,Speaking Parts (1989),nan drama 1989 
26675,Boiling Point (3-4 x jûgatsu) (1990),nan action comedy crime 1990 
26676,Almost an Angel (1990),nan comedy 1990 
26677,Black Rainbow (1989),nan thriller 1989 
26680,Cry-Baby (1990),nan comedy musical romance 1990 
26681,Bullet in the Head (1990),nan action drama war 1990 
26682,Downtown (1990),nan action comedy 1990 
26684,Frankenhooker (1990),nan comedy horror 1990 
26685,"Garden, The (1990)",nan drama 1990 
26686,Ghost Dad (1990),nan comedy fantasy 1990 
26688,Hard to Kill (1990),nan action crime drama 1990 
26689,Havana (1990),nan drama 1990 
26690,Shipwrecked (a.k.a. Haakon Haakonsen) (1990),nan adventure children 1990 
26691,I Hired a Contract Killer (1990),nan comedy drama 1990 
26694,Ju Dou (1990),nan drama 1990 
26695,"Krays, The (1990)",nan drama 1990 
26696,Lionheart (1990),newyorkcity worldtradecenter tragicevent bonebreaking action 1990 
26698,Narrow Margin (1990),neonoir mafia train hitman crime thriller 1990 
26699,Close-Up (Nema-ye Nazdik) (1990),trial mockumentary impersonation filmmaking drama 1990 
26700,Nuns on the Run (1990),ontherun nun gangster mandressedasnun comedy crime 1990 
26702,"Reflecting Skin, The (1990)",1950s ruralamerica wheatfield slingshot drama horror thriller 1990 
26703,Riff-Raff (1991),constructionsite killingarat scaffold singingaudition comedy drama 1991 
26704,State of Grace (1990),bar anger betrayal weeping crime drama thriller 1990 
26707,Tatie Danielle (1990),characternameastitle twowordtitle tatiedaniellecharacter greece comedy drama 1990 
26708,Time to Kill (Tempo di uccidere) (1989),interracialrape rapeandmurder befriendingone'senemy ethiopian drama war 1989 
26710,"Welcome Home, Roxy Carmichael (1990)",homecoming smalltown swimmingpool skinnydipping comedy drama 1990 
26712,35 Up (1991),sequel independentfilm documentary 1991 
26713,Days of Being Wild (A Fei jingjyuhn) (1990),philippines 1960s spanking scrubbingthefloor drama romance 1990 
